name,designation,ra,ra_err,dec,dec_err,w1_mean,w1_mean_err,w1_median,w1_median_err,w1_min,w1_min_err,w1_max,w1_max_err,w1_snr,w1_snr_min,w1_snr_max,w1_num_pts,w1_epochs,w1_amplitude,w1_var_ratio,w1_mean_median,w1_M_value,w1_fap,w1_sde,w1_power,w1_mean_power,w1_median_power,w1_period,w1_baseline,w1_sigp,w1_in_sigp,w1_brighter_sigp,w1_fainter_sigp,w2_mean,w2_mean_err,w2_median,w2_median_err,w2_min,w2_min_err,w2_max,w2_max_err,w2_snr,w2_snr_min,w2_snr_max,w2_num_pts,w2_epochs,w2_amplitude,w2_var_ratio,w2_mean_median,w2_M_value,w2_fap,w2_sde,w2_power,w2_mean_power,w2_median_power,w2_period,w2_baseline,w2_sigp,w2_in_sigp,w2_brighter_sigp,w2_fainter_sigp,delta_time,cadence,epochs,mean_offset,qual_flag,pmra,pmra_err,pmdec,pmdec_err,wiseview
5931669901038988544,J161733.17-553723.07,244.388217,0.115256,-55.623095,0.12823,13.048,0.043,13.041,0.041,12.817,0.029,13.301,0.122,26.223,8.9,37.3,315,22,0.484,0.85,0.007,0.537,0.001,13.88,0.0954174050650274,0.0065913021580433,0.0049965973301811,0.0120285771369383,13.032,0.041,37.46,23.53,36.53,13.083,0.089,13.077,0.083,12.681,0.042,13.457,0.326,12.848,3.3,25.6,313,22,0.776,1.0,0.006,0.49,0.0,12.65,0.0950389894688782,0.007152035781801,0.0054037622149552,0.4639937440224596,13.054,0.087,52.32,16.41,28.17,4912.946,0.066,22,0.1929388266136144,BB,-5.983440007267667,0.30993924,-13.103334822501225,0.2265382,http://byw.tools/wiseview#ra=244.3882109&dec=-55.6230748&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1302062083594957184,J161749.10+240623.47,244.454565,0.075894,24.106504,0.083207,12.804,0.03,12.803,0.029,12.692,0.025,12.918,0.054,36.352,20.1,44.1,384,22,0.226,0.88,0.001,0.509,0.0,15.22,0.0788548553809399,0.0050035862490209,0.0037972972203967,0.0137290022547427,12.796,0.038,67.63,8.45,16.67,12.856,0.067,12.849,0.064,12.541,0.047,13.074,0.176,16.702,6.2,22.9,402,22,0.533,1.0,0.007,0.422,0.0,13.94,0.0728930954829928,0.0050565685751102,0.0038206671636168,0.0109745163661136,12.852,0.076,68.12,12.56,16.43,4913.025,0.066,22,0.1780839988435499,BB,-3.750133986452632,0.12513202,26.369718036270104,0.2024593,http://byw.tools/wiseview#ra=244.4545736&dec=24.1065197&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4328293291578459392,J161755.06-153554.63,244.479339,0.218415,-15.598632,0.240239,14.348,0.074,14.349,0.071,14.005,0.055,14.622,0.126,15.066,8.6,19.6,277,22,0.617,0.76,-0.001,0.442,0.004,10.79,0.0857962578711672,0.007717885906602,0.0059939738777686,0.0144248274641511,14.352,0.075,61.65,18.64,19.0,14.458,0.273,14.448,0.258,13.575,0.134,15.25,0.531,4.072,-5.4,8.1,273,22,1.675,0.93,0.01,0.479,0.006,11.79,0.103526365898248,0.0085232662597564,0.0065570529050721,0.0142074646082316,14.453,0.231,63.8,16.49,17.56,4912.712,0.13,22,0.3199400477094313,BB,-172.25915897097576,0.04490413,-164.35456735926832,0.03502368,http://byw.tools/wiseview#ra=244.4794203&dec=-15.5985093&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4345536584542052864,J161834.39-084257.59,244.643276,0.433971,-8.715993,0.484177,15.456,0.167,15.438,0.16,14.923,0.099,16.052,0.335,6.816,3.2,10.9,215,22,1.129,0.91,0.018,0.544,0.004,10.87,0.1184366312625928,0.0104598707762143,0.0080616648806535,0.0218693635429383,15.435,0.159,58.14,19.07,22.79,14.316,0.241,14.281,0.224,13.812,0.138,14.994,0.536,4.836,1.7,7.8,213,22,1.182,0.95,0.035,0.603,0.001,11.49,0.1273207411512238,0.0107913478908091,0.0083033154083409,0.02452198465245,14.209,0.207,60.93,6.51,31.63,4912.733,0.131,22,0.5232724462215794,BB,-3.457955618840157,0.65315765,-0.1168255274802726,0.50912315,http://byw.tools/wiseview#ra=244.6432962&dec=-8.7159963&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5994290661687929088,J161845.68-384500.92,244.690274,0.184091,-38.750182,0.204821,14.082,0.065,14.073,0.062,13.736,0.048,14.412,0.119,17.213,9.1,22.8,265,22,0.676,0.74,0.009,0.501,0.0,12.5,0.0960502844600714,0.007324047561779,0.0055672811806627,0.0109659851449044,14.074,0.064,44.36,26.69,28.57,13.9,0.168,13.883,0.155,13.426,0.107,14.42,0.514,6.837,1.1,10.2,261,22,0.994,0.91,0.017,0.54,0.0,13.68,0.1083612297433551,0.0076069524944277,0.0057587360127518,0.04483956991334,13.861,0.151,63.91,12.41,21.8,4912.885,0.131,22,0.4587145657767811,BB,-24.597132512793443,0.17041928,-38.91744917766689,0.10823494,http://byw.tools/wiseview#ra=244.6903248&dec=-38.7502563&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4330099784887033472,J161908.61-124648.27,244.785889,0.23492,-12.780073,0.259581,14.456,0.08,14.456,0.077,14.132,0.056,14.738,0.181,13.958,6.0,19.4,269,22,0.606,0.86,0.0,0.465,0.002,11.31,0.1021617792884022,0.0085186412197616,0.0063940485077014,0.013068154444524,14.461,0.08,59.78,20.3,19.19,14.457,0.274,14.452,0.264,13.466,0.152,15.326,0.51,4.072,-0.5,7.1,268,22,1.86,0.87,0.005,0.47,0.003,11.78,0.092733447614511,0.0076843131392418,0.0059549194804326,0.0122748362442568,14.424,0.231,59.78,15.5,23.62,4912.716,0.131,22,0.3363281061580099,BB,-3.228949189227249,0.85147136,-9.853822456132704,0.69145507,http://byw.tools/wiseview#ra=244.7858864&dec=-12.7800747&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1382100929457072000,J162013.18+423840.01,245.054875,0.160299,42.644362,0.182178,14.034,0.055,14.036,0.053,13.815,0.042,14.217,0.106,20.007,10.2,25.9,583,22,0.402,0.91,-0.002,0.45,0.0,13.59,0.0508997860207308,0.003561098108065,0.002682123096146,0.051154737844184,14.029,0.062,67.91,13.58,17.49,14.121,0.183,14.115,0.166,13.566,0.104,14.648,0.513,6.396,0.9,10.4,572,22,1.082,1.0,0.006,0.493,0.003,12.42,0.0510746387510638,0.0039697688892772,0.0030413905214648,0.0132160110304902,14.14,0.178,67.4,17.66,12.05,4920.695,0.065,22,0.3964886815086828,BB,-15.664718027053851,0.74675596,7.038409406989917,0.7332971,http://byw.tools/wiseview#ra=245.0549247&dec=42.6444466&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1298515020427786624,J162020.95+214541.06,245.087238,0.169914,21.761401,0.188544,14.15,0.062,14.147,0.058,13.948,0.048,14.372,0.129,17.986,-32.7,22.8,378,22,0.424,0.91,0.003,0.531,0.005,11.09,0.0601889511966051,0.0051453940180792,0.0039059467672557,0.0110098527222808,14.131,0.067,58.35,12.6,26.22,14.026,0.172,14.01,0.159,13.456,0.089,14.52,0.5,6.737,-0.4,12.2,379,22,1.064,1.0,0.016,0.479,0.029,10.26,0.0623135702902601,0.005833469871932,0.0045118042292119,0.0122630619289641,14.009,0.166,62.72,14.91,19.79,4912.994,0.066,22,0.2531850689657954,BB,-39.37976960597223,0.060031194,-10.309317192198003,0.0696427,http://byw.tools/wiseview#ra=245.0872753&dec=21.7614042&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5807145501906184704,J162055.13-711505.34,245.229677,0.344677,-71.251473,0.38703,15.065,0.115,15.057,0.109,14.681,0.077,15.492,0.238,9.801,4.6,14.2,371,22,0.811,0.88,0.008,0.536,0.0,14.11,0.084481814831811,0.0056904329825177,0.0042727082607872,0.0368958543577785,15.079,0.121,59.73,22.13,17.07,14.958,0.37,14.969,0.37,13.926,0.181,15.703,0.542,2.476,-2.2,6.0,375,22,1.777,0.92,-0.011,0.413,0.004,11.8,0.0792633431545399,0.0064322179624937,0.0048741622218259,0.0131807393336588,14.965,0.346,76.53,12.53,10.93,4919.906,0.066,22,0.4495870147877043,BB,4.703461566391139,0.24868937,9.48233643287319,0.30010313,http://byw.tools/wiseview#ra=245.2296896&dec=-71.2514831&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
6038001746417221376,J162122.60-300054.01,245.344154,0.175716,-30.015004,0.195176,14.047,0.062,14.045,0.06,13.821,0.037,14.294,0.143,17.934,7.6,29.6,288,22,0.473,0.85,0.002,0.526,0.006,11.16,0.0833136104113888,0.0072087537549148,0.0055245306834713,0.0219365261585525,14.06,0.063,51.72,28.97,18.62,14.123,0.214,14.096,0.197,13.505,0.102,14.781,0.541,5.357,-0.8,10.6,287,22,1.276,0.85,0.027,0.537,0.008,9.7,0.0901845728599534,0.0089469565654372,0.0069466451566123,0.0168686092064534,14.089,0.179,60.69,14.14,24.14,4912.775,0.13,22,0.2522287061051314,BB,-9.211764963880832,0.9960176,1.09762366719334,0.8659412,http://byw.tools/wiseview#ra=245.3441463&dec=-30.0150039&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4439708209274739968,J162146.12+064310.10,245.442155,0.059711,6.719471,0.063234,12.272,0.025,12.271,0.024,12.201,0.02,12.345,0.05,44.038,21.5,53.4,295,22,0.144,0.92,0.001,0.514,0.002,11.6,0.0779796284983524,0.0063505269316375,0.0047842582377722,0.021746286047177,12.274,0.033,83.11,7.28,7.28,12.212,0.044,12.211,0.043,12.004,0.035,12.346,0.1,24.827,10.8,30.7,298,22,0.342,0.73,0.001,0.395,0.0,19.64,0.1408020046199949,0.0066653782667528,0.0048923794332285,0.0218017841531916,12.216,0.055,70.86,14.57,13.25,4912.779,0.13,22,0.092609245944203,BB,8.425152963767232,0.12992547,-0.6643122849518605,0.106314085,http://byw.tools/wiseview#ra=245.4421551&dec=6.7194718&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4344582762498441216,J162204.09-095115.85,245.517044,0.222484,-9.854438,0.24868,14.417,0.077,14.422,0.074,14.151,0.058,14.709,0.155,14.395,7.0,18.8,273,22,0.558,0.8,-0.005,0.514,0.006,11.37,0.0936375748291265,0.0079834955690917,0.0061722629800177,0.6235653732993751,14.41,0.078,60.58,18.61,20.44,14.286,0.238,14.26,0.222,13.425,0.123,14.975,0.532,4.804,-3.3,8.8,271,22,1.55,0.86,0.026,0.461,0.002,11.3,0.1174819256880406,0.0102626552550058,0.0080541372924722,0.0186957182566735,14.249,0.202,63.5,14.96,20.44,4912.711,0.13,22,0.3554355442132956,BB,35.63556447787079,0.09295291,-18.055793513860863,0.06811467,http://byw.tools/wiseview#ra=245.5170469&dec=-9.8544018&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5935347900581082368,J162246.26-495655.55,245.692769,0.065232,-49.948809,0.070712,11.172,0.028,11.171,0.025,10.954,0.019,11.402,0.067,40.989,16.1,57.8,295,22,0.448,0.85,0.001,0.516,0.0,14.02,0.1126257663051827,0.0076679503500298,0.0057955843656635,0.0190404291268088,11.165,0.028,33.0,29.0,36.33,10.993,0.034,10.995,0.032,10.732,0.024,11.198,0.116,33.222,9.3,45.0,297,22,0.466,0.91,-0.002,0.436,0.0,13.11,0.0954178489964734,0.0068584084843696,0.0051386638932756,0.0131161971175311,11.004,0.037,43.67,33.33,22.0,4912.954,0.13,22,0.2363141867166104,BB,4.839904483933887,0.62335455,-4.154424168260235,0.4647301,http://byw.tools/wiseview#ra=245.6927415&dec=-49.948764&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1704281613334309504,J162302.27+764742.27,245.759438,0.134315,76.795118,0.120065,13.692,0.045,13.689,0.043,13.515,0.037,13.838,0.08,24.597,13.5,29.2,809,21,0.323,1.0,0.003,0.461,0.001,14.99,0.0383501809340177,0.0024149943007467,0.0018035012632072,0.022085817234492,13.685,0.053,72.21,9.71,16.26,13.543,0.108,13.542,0.101,13.227,0.064,13.858,0.529,10.622,0.2,16.9,803,21,0.631,0.93,0.001,0.501,0.002,13.79,0.0382811858501168,0.0026447137169153,0.0019998573059533,0.028142251524192,13.556,0.117,70.75,15.53,11.17,4943.487,0.066,21,0.1832457435717078,BB,-27.75819187850964,0.2880075,59.22734662087037,0.31751615,http://byw.tools/wiseview#ra=245.7594496&dec=76.7950743&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
6025022149092711680,J162323.73-324410.66,245.84885,0.231235,-32.736366,0.256923,14.369,0.078,14.373,0.074,14.144,0.056,14.635,0.143,14.427,7.6,19.4,199,22,0.491,0.93,-0.004,0.534,0.0,13.04,0.1475381801011474,0.010983929195352,0.0083819108230113,0.0221323832138273,14.387,0.076,51.98,28.22,18.32,14.48,0.276,14.467,0.268,13.75,0.126,15.243,0.536,4.024,-0.4,8.6,199,22,1.493,0.83,0.013,0.52,0.002,11.77,0.1366866510086845,0.0111546232769723,0.0085385041915585,0.0625899016422952,14.411,0.235,62.38,11.88,24.26,4912.758,0.131,22,0.4866307745779101,BB,-2.296634122235205,0.9103635,-6.8308568207729365,0.6802258,http://byw.tools/wiseview#ra=245.8488856&dec=-32.7362948&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1329148518184242688,J162324.04+343648.50,245.850113,0.099597,34.613569,0.11124,13.384,0.039,13.38,0.037,13.243,0.031,13.517,0.064,28.336,17.1,35.1,458,22,0.274,0.91,0.004,0.5,0.007,11.04,0.0519563174881646,0.0044149186157925,0.0033143076400258,0.0130844730290577,13.378,0.046,67.02,11.49,18.94,13.181,0.084,13.181,0.079,12.823,0.056,13.466,0.212,13.377,1.4,19.2,461,22,0.643,0.87,0.0,0.443,0.004,11.39,0.0560102965050807,0.0046912810512524,0.0035551896042426,0.0247678803097735,13.174,0.092,70.21,12.34,15.53,4913.206,0.066,22,0.2231350608285653,BB,-58.66482925669759,0.07518599,105.89340083124604,0.10362899,http://byw.tools/wiseview#ra=245.8501859&dec=34.6134733&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
6018034958869558912,J162333.94-391346.07,245.891499,0.05457,-39.22945,0.057927,11.848,0.023,11.846,0.023,11.74,0.018,11.93,0.113,47.44,9.6,59.4,282,22,0.19,0.78,0.002,0.442,0.006,10.86,0.0776069242384951,0.0068660655804952,0.0052892074638201,0.0129698711415833,11.843,0.031,73.24,8.8,17.25,11.961,0.04,11.96,0.039,11.789,0.033,12.112,0.066,27.601,16.4,33.3,279,22,0.323,0.99,0.001,0.471,0.009,10.84,0.0806974686099046,0.0071214533582772,0.0054686049279551,0.0107943581792821,11.942,0.05,67.61,4.93,25.7,4912.863,0.13,22,0.132729577352717,BB,77.3976910067686,0.049204715,0.3858446568492385,0.03833718,http://byw.tools/wiseview#ra=245.8914327&dec=-39.229463&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4352051504468686720,J162338.00-064543.93,245.908301,0.400147,-6.762241,0.438825,15.146,0.133,15.121,0.124,14.659,0.087,15.571,0.392,8.558,2.8,12.5,251,22,0.912,0.96,0.025,0.493,0.0,15.23,0.136654790995674,0.0086667687915468,0.0065725856728576,0.0132188484697818,15.083,0.128,56.35,11.51,31.75,14.792,0.356,14.767,0.356,13.782,0.188,15.429,0.542,2.583,-0.9,5.8,250,22,1.647,0.83,0.025,0.402,0.001,12.06,0.1203118232539079,0.0093088986341282,0.006983086975334,0.0315773571796737,14.744,0.302,69.05,11.11,19.05,4912.715,0.13,22,0.4863808386709528,BB,-39.97329288430584,2.352821,-62.66661397491212,1.1836394,http://byw.tools/wiseview#ra=245.9083363&dec=-6.7622016&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4463742021628580864,J162406.89+140317.68,246.028684,0.312309,14.054848,0.353165,14.967,0.107,14.958,0.101,14.629,0.076,15.34,0.296,10.569,3.7,14.3,301,22,0.711,0.83,0.009,0.537,0.0,13.32,0.09581695271679,0.0069440198412809,0.0052899737820063,0.0804267255172399,14.967,0.113,63.58,18.87,17.22,14.774,0.326,14.748,0.326,14.019,0.138,15.447,0.54,3.341,-1.2,7.9,298,22,1.428,0.86,0.026,0.489,0.012,10.04,0.0878513528156784,0.0085218478828422,0.0066450916678267,0.0293703734959998,14.754,0.297,72.19,9.6,16.89,4912.801,0.13,22,0.4514645564737584,BB,-46.50205026342254,0.2941572,-51.72442749383685,0.26773676,http://byw.tools/wiseview#ra=246.0287248&dec=14.0549105&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5992083185912678528,J162412.33-441403.27,246.051374,0.438939,-44.234222,0.49717,14.379,0.141,14.295,0.112,13.712,0.051,15.346,0.498,9.68,-0.1,21.4,68,22,1.634,0.53,0.084,0.643,0.0,10.3,0.4118129828333202,0.044303976974241,0.0372811668168893,0.0330550417811864,14.241,0.077,33.33,24.64,40.58,14.479,0.291,14.526,0.286,13.725,0.148,15.145,0.494,3.767,0.6,7.3,69,22,1.42,0.84,-0.047,0.436,0.0,9.79,0.4135787556018441,0.0426429348685945,0.0336539375968691,0.0507162249484523,14.568,0.235,63.77,27.54,8.7,4912.583,0.329,22,0.4138835225060009,BB,-15.25645333573212,0.19393167,0.1830105340119471,0.12896983,http://byw.tools/wiseview#ra=246.0513908&dec=-44.2342405&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4466868826539768448,J162425.91+170325.03,246.107933,0.053185,17.056954,0.056365,11.963,0.023,11.963,0.022,11.884,0.018,12.028,0.041,47.739,26.2,60.0,358,22,0.144,0.8,0.0,0.451,0.002,12.24,0.0715741680800918,0.005503594724525,0.0041170628841192,0.0131908641901429,11.963,0.032,81.35,8.11,7.3,11.884,0.037,11.884,0.035,11.737,0.029,12.011,0.068,30.113,16.0,37.1,355,22,0.274,0.78,0.0,0.464,0.003,12.51,0.0722886061342028,0.0054357972904443,0.004068126698841,0.0130759149722992,11.884,0.049,73.51,11.35,11.08,4912.945,0.066,22,0.1057046561779221,BB,-38.76211537694097,0.11128581,-9.490349140450451,0.1052218,http://byw.tools/wiseview#ra=246.1079642&dec=17.0569541&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5935323264658790144,J162430.95-502500.42,246.128933,0.039914,-50.416803,0.041334,9.643,0.02,9.641,0.019,9.534,0.013,9.751,0.041,56.382,26.5,82.2,310,22,0.217,0.95,0.002,0.507,0.005,11.31,0.0810362935718368,0.0068397903867583,0.0052009263546354,0.0474003037014414,9.634,0.023,45.91,19.81,31.76,9.689,0.02,9.687,0.018,9.548,0.014,9.794,0.044,56.301,24.6,75.4,307,22,0.246,0.77,0.002,0.435,0.003,11.06,0.0861265721130764,0.0072515788743538,0.0054202058461286,0.0153545615184365,9.686,0.028,56.6,18.55,21.38,4913.077,0.066,22,0.1363755107983357,BB,-30.36832871506044,0.2439252,-18.22523865754499,0.18280777,http://byw.tools/wiseview#ra=246.1289512&dec=-50.4167834&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5934435585135931392,J162435.25-510544.38,246.146934,0.083191,-51.095694,0.091466,11.462,0.035,11.46,0.032,11.281,0.018,11.663,0.106,34.555,10.2,59.7,305,22,0.382,0.83,0.002,0.531,0.0,16.33,0.1328208218754778,0.0078591663325222,0.0059310061333218,0.0110742376972454,11.484,0.03,32.06,44.76,20.0,11.608,0.047,11.597,0.041,11.357,0.03,11.859,0.113,25.209,9.6,35.7,312,22,0.502,0.87,0.011,0.522,0.002,12.12,0.0836018573296678,0.0064475245363302,0.0048264936211113,0.0284565755723823,11.555,0.045,41.59,9.52,47.94,4913.075,0.066,22,0.2007248805275023,BB,-13.948251025104131,0.670284,-27.730098564543063,0.48531032,http://byw.tools/wiseview#ra=246.1468927&dec=-51.095661&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1329576223913667968,J162457.36+361258.00,246.238971,0.149004,36.216091,0.167854,14.006,0.055,14.002,0.052,13.798,0.043,14.189,0.12,20.221,9.1,25.5,502,22,0.391,0.94,0.004,0.478,0.001,13.57,0.0565962751919534,0.0039727499546855,0.0029870224087715,0.0219436296267318,13.993,0.061,64.1,12.43,22.49,13.912,0.151,13.899,0.14,13.411,0.087,14.357,0.474,7.623,1.5,12.4,496,22,0.946,0.92,0.013,0.484,0.0,17.99,0.0784943498744281,0.0041795728283275,0.0031135795551434,0.0255460997200566,13.863,0.152,66.86,7.5,23.47,4913.471,0.066,22,0.2665996854880143,BB,-9.12475197714138,0.46749693,9.52944190899954,0.5496091,http://byw.tools/wiseview#ra=246.2389888&dec=36.2161117&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5831299435940354944,J162502.97-595343.60,246.262326,0.402893,-59.89543,0.452357,15.025,0.132,15.01,0.121,14.339,0.077,15.746,0.355,8.935,3.1,14.1,205,22,1.407,0.78,0.015,0.523,0.0,12.4,0.1542739219760486,0.0118616289203215,0.0089288894837604,0.0131356386700024,14.977,0.117,41.75,24.27,33.5,14.947,0.38,14.922,0.38,14.097,0.22,15.565,0.529,1.612,-3.3,4.9,206,22,1.468,0.85,0.025,0.438,0.002,10.9,0.1306759015351905,0.011476644177736,0.0087799934974182,0.0116347905614997,14.879,0.343,76.7,5.34,17.96,4921.965,0.131,22,0.4690995520108191,BB,-7.404820167887603,1.052643,-8.775543853640421,1.1267524,http://byw.tools/wiseview#ra=246.2623545&dec=-59.8954448&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4350850940849895424,J162526.63-082018.91,246.360968,0.23079,-8.338602,0.254448,14.471,0.081,14.472,0.078,14.195,0.06,14.749,0.164,13.83,6.6,18.1,285,22,0.554,0.9,-0.001,0.5,0.0,13.03,0.0979264656545271,0.0070970776543957,0.0053373441042874,0.0145579455191027,14.482,0.081,57.14,24.04,18.12,14.237,0.224,14.235,0.207,13.409,0.12,14.857,0.536,4.994,-5.6,9.1,283,22,1.448,0.96,0.002,0.43,0.004,11.68,0.0959803024711649,0.0079925453534766,0.0061931698727724,0.0126083264433447,14.176,0.194,59.23,12.54,26.83,4912.701,0.13,22,0.3134491994107765,BB,16.908895070003254,0.2153336,-20.998182285994623,0.16149987,http://byw.tools/wiseview#ra=246.3609514&dec=-8.3385868&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5827681527255734656,J162600.35-660144.85,246.501596,0.16974,-66.029174,0.185373,14.019,0.057,14.011,0.055,13.706,0.044,14.252,0.099,19.453,10.9,24.9,325,22,0.546,0.73,0.008,0.441,0.0,12.98,0.0891652962168838,0.0065653194322033,0.0049585920758525,0.0157405661957489,14.016,0.062,53.99,22.09,23.62,13.993,0.163,13.973,0.153,13.419,0.091,14.587,0.402,7.049,2.7,11.9,322,22,1.168,0.95,0.02,0.526,0.001,11.69,0.0890460166113055,0.0071948663586662,0.0054565406171236,0.0275334925511212,13.917,0.161,58.9,9.82,30.06,4920.901,0.066,22,0.3806524472224024,BB,-5.303916421088039,0.4959601,-7.030902820077533,0.75118726,http://byw.tools/wiseview#ra=246.5014779&dec=-66.029126&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5928261896053683840,J162640.82-570120.69,246.670087,0.2975,-57.022405,0.331529,14.473,0.099,14.468,0.087,14.139,0.06,14.969,0.48,12.166,2.3,18.1,274,22,0.83,0.8,0.005,0.604,0.001,12.96,0.1034190646821896,0.0075325737774804,0.0056578635582755,0.0110436778365556,14.484,0.081,37.76,34.27,23.78,14.736,0.326,14.715,0.326,13.914,0.165,15.538,0.541,3.044,-1.1,6.6,286,22,1.624,0.71,0.021,0.507,0.002,11.08,0.1112216033571389,0.0096638656554288,0.0074078777727958,0.0120674401750032,14.674,0.288,70.63,8.74,20.63,4913.17,0.13,22,0.419549593097665,BB,-8.349174253918594,1.2209902,-7.628105631906038,0.9193232,http://byw.tools/wiseview#ra=246.6700746&dec=-57.0224152&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5928149539746224512,J162709.29-575914.34,246.788759,0.284262,-57.987295,0.31428,14.549,0.094,14.525,0.088,14.09,0.059,15.091,0.272,12.324,4.0,18.5,278,22,1.001,0.79,0.024,0.565,0.0,12.47,0.0975036897026779,0.0074331035480624,0.0055906129475008,0.011283712720073,14.523,0.085,37.19,28.42,31.93,14.789,0.34,14.788,0.34,14.038,0.151,15.53,0.542,2.755,-1.7,7.2,285,22,1.492,0.88,0.001,0.497,0.0,12.15,0.1410272530806799,0.0111065557881913,0.0084078047935913,0.010290997450795,14.818,0.301,69.12,17.89,12.98,4922.495,0.13,22,0.4220918485931532,BB,47.45391727124839,0.06422344,21.99615266460893,0.053823587,http://byw.tools/wiseview#ra=246.7887114&dec=-57.9873162&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1332219454160767360,J162724.51+392027.42,246.852174,0.030977,39.341003,0.03141,9.718,0.017,9.719,0.016,9.657,0.013,9.764,0.029,65.81,37.5,81.0,524,22,0.107,0.9,-0.001,0.421,0.0,15.26,0.0583496556465099,0.0036197444546274,0.0026992005973992,0.1392424071622197,9.719,0.023,87.71,7.56,3.78,9.689,0.016,9.689,0.016,9.618,0.013,9.747,0.027,66.944,39.5,81.5,520,22,0.129,0.85,0.0,0.45,0.0,21.64,0.0952809017665082,0.0036599622869569,0.0025865486529342,0.0130849470454439,9.687,0.028,83.36,5.67,9.26,4914.202,0.066,22,0.0820922403935467,BB,39.92635305826364,0.04557469,71.47984450718278,0.0663758,http://byw.tools/wiseview#ra=246.8521365&dec=39.3409487&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5934563678219172480,J162724.70-502517.84,246.852923,0.109332,-50.421599,0.121311,12.119,0.043,12.116,0.04,11.849,0.021,12.373,0.118,27.94,9.2,51.4,246,22,0.524,0.87,0.003,0.49,0.007,9.97,0.1182225914877321,0.0114526517627877,0.0088861510070136,0.0108283119361975,12.13,0.032,27.94,40.89,30.77,12.262,0.065,12.251,0.059,12.004,0.042,12.572,0.234,17.743,4.6,25.6,240,22,0.568,0.82,0.011,0.565,0.002,11.72,0.1041097683330046,0.00842411124104,0.0063768210023779,0.0133310063056445,12.198,0.056,39.68,11.34,46.15,4913.067,0.131,22,0.226162855785632,BB,0.5900043415558607,0.79043525,-6.910456758585958,0.5654356,http://byw.tools/wiseview#ra=246.8529175&dec=-50.4216218&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
