name,designation,ra,ra_err,dec,dec_err,w1_mean,w1_mean_err,w1_median,w1_median_err,w1_min,w1_min_err,w1_max,w1_max_err,w1_snr,w1_snr_min,w1_snr_max,w1_num_pts,w1_epochs,w1_amplitude,w1_var_ratio,w1_mean_median,w1_M_value,w1_fap,w1_sde,w1_power,w1_mean_power,w1_median_power,w1_period,w1_baseline,w1_sigp,w1_in_sigp,w1_brighter_sigp,w1_fainter_sigp,w2_mean,w2_mean_err,w2_median,w2_median_err,w2_min,w2_min_err,w2_max,w2_max_err,w2_snr,w2_snr_min,w2_snr_max,w2_num_pts,w2_epochs,w2_amplitude,w2_var_ratio,w2_mean_median,w2_M_value,w2_fap,w2_sde,w2_power,w2_mean_power,w2_median_power,w2_period,w2_baseline,w2_sigp,w2_in_sigp,w2_brighter_sigp,w2_fainter_sigp,delta_time,cadence,epochs,mean_offset,qual_flag,pmra,pmra_err,pmdec,pmdec_err,wiseview
3134573102350189568,J073109.09+004607.11,112.787868,0.145878,0.768764,0.16277,13.891,0.052,13.883,0.051,13.728,0.043,14.085,0.092,21.103,11.9,25.0,267,21,0.357,0.98,0.008,0.566,0.002,11.21,0.0958512687082421,0.0081160449948694,0.0061716761262992,0.1177287588999579,13.883,0.058,59.93,15.73,24.34,13.8,0.146,13.789,0.138,13.426,0.088,14.217,0.33,7.755,-1.1,12.4,262,21,0.791,0.87,0.011,0.541,0.002,11.66,0.0995153699262847,0.0084747538913607,0.0066609284118671,0.0269929869230408,13.765,0.14,62.55,13.48,22.1,4941.379,0.13,21,0.6061642609386365,BB,8.341040324327597,0.31014767,-54.173240547945774,0.2677629,http://byw.tools/wiseview#ra=112.7878631&dec=0.7686413&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5533811652888087680,J075655.93-430310.76,119.23304,0.105999,-43.052995,0.119281,13.403,0.04,13.401,0.039,13.196,0.032,13.583,0.086,27.519,12.6,34.2,551,22,0.387,0.99,0.002,0.47,0.01,10.51,0.0418044632461511,0.0036921327168964,0.0027495981029543,0.0389722079183324,13.402,0.046,57.83,20.64,19.57,13.5,0.109,13.502,0.103,13.085,0.067,13.888,0.498,10.446,2.2,16.3,549,22,0.803,1.0,-0.002,0.481,0.009,12.1,0.0492741321413146,0.0038760678473754,0.0029405388593805,0.013056925120093,13.503,0.113,62.63,17.79,17.26,4941.872,0.066,22,0.1703729389633847,BB,-11.558032581417436,0.54660547,0.2172893793034825,0.53910166,http://byw.tools/wiseview#ra=119.2330351&dec=-43.0529894&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5516024372246529152,J081722.17-475533.09,124.342378,0.119745,-47.925872,0.134484,13.512,0.044,13.509,0.043,13.322,0.035,13.715,0.191,24.988,5.7,31.2,558,22,0.393,0.94,0.003,0.524,0.006,12.31,0.0470539916441274,0.0036606778228341,0.0027828536990134,0.0384550990267239,13.506,0.048,53.42,20.67,23.64,13.539,0.114,13.534,0.108,13.154,0.071,13.929,0.405,9.962,-0.1,15.2,559,22,0.775,0.91,0.005,0.51,0.002,11.92,0.0536969552253706,0.0042894298774847,0.0032345910287601,0.0110187566703054,13.518,0.116,61.82,15.59,20.49,4941.224,0.066,22,0.2114364741219836,BB,-4.572961258784059,0.1898986,-0.0782837554772336,0.20283593,http://byw.tools/wiseview#ra=124.342362&dec=-47.9258574&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5515511415711444224,J082506.10-483912.65,126.27542,0.057184,-48.653569,0.063301,12.183,0.025,12.184,0.024,12.094,0.02,12.27,0.04,44.23,27.3,53.2,559,22,0.176,1.0,-0.001,0.489,0.007,11.56,0.0441111429858502,0.0036266493298441,0.0027448594110719,0.0125168514710515,12.179,0.033,74.61,9.5,12.44,12.045,0.04,12.044,0.038,11.875,0.031,12.192,0.088,27.879,12.4,35.1,556,22,0.317,0.85,0.001,0.467,0.0,13.63,0.049347297517051,0.00342267790527,0.0025674361974682,0.0131068080868405,12.05,0.052,69.08,14.68,12.26,4948.77,0.066,22,0.1063268621410529,BB,13.63785117756614,0.32513374,-81.10377683464668,0.3885882,http://byw.tools/wiseview#ra=126.2754048&dec=-48.653514&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5189465123829544320,J084650.99-865954.15,131.71142,0.057445,-86.99836,0.052312,12.01,0.023,12.009,0.023,11.918,0.019,12.078,0.043,47.187,25.5,58.1,719,22,0.16,0.92,0.001,0.431,0.0,13.65,0.0408184157741641,0.0028806795110258,0.0021814068400107,0.0218133218718643,12.013,0.032,82.54,8.05,7.5,11.914,0.036,11.913,0.035,11.785,0.028,12.031,0.062,30.232,17.4,38.5,718,22,0.246,1.0,0.001,0.48,0.007,11.68,0.035513073120991,0.0028358694391134,0.0021087361465915,0.0222987358945205,11.923,0.05,78.04,13.23,6.68,4915.139,0.065,22,0.1050890783724915,BB,-59.80652060099448,0.13234346,9.224904104451303,0.12697351,http://byw.tools/wiseview#ra=131.7124425&dec=-86.9983747&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1023972670688790272,J090749.48+551555.73,136.956194,0.083868,55.265501,0.092632,13.02,0.033,13.016,0.032,12.866,0.027,13.127,0.055,33.322,19.8,39.6,309,21,0.261,0.86,0.004,0.425,0.0,14.2,0.0954234197349615,0.0064884934332978,0.0049446383453237,0.0158510039850925,13.014,0.04,69.77,10.29,19.29,12.967,0.072,12.967,0.069,12.681,0.052,13.199,0.142,15.458,7.7,21.1,309,21,0.518,0.73,0.0,0.448,0.006,10.9,0.0744511589494343,0.0064953488294848,0.0049319947496162,0.0209248374852265,12.983,0.081,72.67,16.4,10.29,4941.346,0.066,21,0.1355019208569426,BB,9.87729695337105,0.4896532,18.804206710699106,0.35058793,http://byw.tools/wiseview#ra=136.9561837&dec=55.2654792&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5304079899550992512,J090808.36-563352.36,137.034736,0.218891,-56.564571,0.241019,14.412,0.076,14.4,0.072,14.092,0.052,14.759,0.307,14.807,3.5,20.7,563,22,0.667,0.88,0.012,0.538,0.005,12.28,0.0440470670841716,0.0034531909122486,0.0026406116962385,0.0295747677044227,14.394,0.078,52.11,20.18,26.49,14.506,0.251,14.479,0.228,13.826,0.108,15.299,0.538,4.54,-6.1,10.0,568,22,1.473,1.0,0.027,0.557,0.004,11.24,0.0511185573004684,0.0043687739073156,0.0033483894905,0.039616726080077,14.432,0.239,62.63,10.88,26.14,4735.022,0.066,22,0.4061158435618384,BB,-38.37484967817522,0.5892946,25.605890770539627,0.50521344,http://byw.tools/wiseview#ra=137.0348276&dec=-56.5645452&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5311351966372274048,J090816.54-532937.33,137.06889,0.260544,-53.493692,0.292134,14.626,0.089,14.607,0.084,14.119,0.058,15.097,0.212,12.66,5.1,18.8,564,22,0.978,0.98,0.019,0.501,0.0,15.26,0.0591714708939974,0.0037074959036476,0.0028034840737005,0.0218995614300541,14.581,0.09,42.76,20.24,35.43,14.676,0.291,14.657,0.291,13.527,0.108,15.476,0.535,3.656,-1.7,10.1,573,22,1.949,0.9,0.019,0.42,0.017,9.26,0.066370889060211,0.0070620798126209,0.0055737860324501,0.0188841840013309,14.628,0.275,65.1,13.44,21.47,4738.617,0.066,22,0.3552559157512734,BB,-24.11040496825791,0.58020353,6.86179746151944,0.74678946,http://byw.tools/wiseview#ra=137.0689366&dec=-53.4937039&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5623144533098705536,J090855.30-365032.54,137.230364,0.323204,-36.842366,0.365522,14.974,0.108,14.958,0.102,14.572,0.071,15.381,0.232,10.411,4.7,15.3,365,22,0.809,0.87,0.016,0.523,0.001,13.79,0.0780369154641496,0.0054732707649431,0.0041538101738926,0.0147086085747193,14.924,0.113,54.77,14.17,30.52,14.955,0.365,14.963,0.365,14.104,0.164,15.657,0.543,2.557,-7.0,6.6,367,22,1.553,0.89,-0.008,0.447,0.0,13.31,0.1119840808320702,0.0084207118942961,0.0065830699920753,0.0174204271538046,14.92,0.345,77.93,8.99,13.08,4946.58,0.066,22,0.411973071208472,BB,-13.751282946520956,0.36281338,24.729675791165484,0.41225484,http://byw.tools/wiseview#ra=137.2304025&dec=-36.842371&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5679143652439732480,J090938.54-210958.87,137.410551,0.309219,-21.166373,0.350453,14.966,0.106,14.959,0.101,14.582,0.077,15.332,0.207,10.592,5.3,14.1,292,22,0.75,0.95,0.007,0.497,0.001,12.73,0.0940969090146881,0.0071367638941483,0.0054186985503972,0.0110154021721166,14.981,0.113,63.05,20.34,15.59,14.84,0.337,14.822,0.337,14.12,0.16,15.491,0.528,2.924,-7.4,6.8,293,22,1.371,0.91,0.018,0.488,0.0,14.55,0.1422583597364071,0.0095581569389847,0.0073354821332333,0.0377483278493684,14.834,0.315,67.46,14.24,17.63,4940.625,0.129,22,0.4948754388510702,BB,26.40875950604116,0.15089604,-86.56574818191207,0.124376,http://byw.tools/wiseview#ra=137.4105713&dec=-21.1663523&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5216242664371931008,J091010.60-744247.81,137.544059,0.229721,-74.713248,0.209821,14.408,0.071,14.409,0.068,14.134,0.051,14.661,0.177,15.651,6.1,21.5,722,22,0.527,0.89,-0.001,0.478,0.003,13.29,0.040252689136199,0.0029017254682222,0.002189301494731,0.0119898290711061,14.41,0.078,61.9,18.91,17.41,14.242,0.196,14.23,0.181,13.525,0.112,14.85,0.528,5.894,0.2,9.7,710,22,1.325,0.94,0.012,0.468,0.004,13.3,0.0456715943391572,0.0032828663314775,0.0024781341113587,0.0104718854978409,14.205,0.195,65.71,11.29,19.59,4920.378,0.066,22,0.2886354155788471,BB,-24.41137368415125,0.39827326,42.19716205858211,0.31771368,http://byw.tools/wiseview#ra=137.5441602&dec=-74.7132801&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5428872167184495744,J091011.43-400241.27,137.547621,0.070971,-40.044805,0.078188,12.645,0.028,12.644,0.028,12.502,0.023,12.766,0.049,38.569,22.2,48.2,400,22,0.264,0.87,0.001,0.462,0.001,14.15,0.0713717880724746,0.004815086570947,0.0036268601464705,0.01315067668103,12.645,0.036,62.17,18.07,16.14,12.723,0.061,12.729,0.058,12.508,0.045,12.915,0.201,18.318,5.4,24.1,405,22,0.407,0.9,-0.006,0.457,0.0,13.82,0.0740088006241069,0.0051518777602839,0.0038917470932482,0.011070258963871,12.714,0.07,66.02,13.49,18.07,4942.077,0.066,22,0.174047947888051,BB,-20.13551875048248,0.071513996,23.20490360766836,0.0752774,http://byw.tools/wiseview#ra=137.5476219&dec=-40.0447966&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5427334294024715136,J091019.06-424531.34,137.579406,0.276246,-42.758696,0.311651,14.729,0.093,14.717,0.089,14.386,0.066,15.113,0.196,12.035,5.6,16.5,408,22,0.727,0.95,0.012,0.545,0.006,12.42,0.0605357073810995,0.0046557706098166,0.0035122034201722,0.0147959246357246,14.675,0.096,54.77,11.74,33.25,14.831,0.334,14.825,0.334,13.646,0.159,15.634,0.542,2.904,-3.4,6.8,409,22,1.988,0.88,0.006,0.407,0.005,12.68,0.08094469071346,0.0062476869181917,0.0048216339815552,0.0116337126023319,14.808,0.312,66.75,13.94,19.32,4940.797,0.066,22,0.4145235924423873,BB,-13.72930827167974,0.03329753,43.78985148180402,0.03756692,http://byw.tools/wiseview#ra=137.5794084&dec=-42.7587055&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5622870651624654080,J091041.18-373409.08,137.671592,0.338001,-37.569195,0.382903,15.039,0.114,15.029,0.109,14.631,0.072,15.465,0.292,9.904,3.7,15.1,360,22,0.834,0.83,0.01,0.523,0.002,12.16,0.0810200936929646,0.0064170006293764,0.0049145794805963,0.8939004113370078,15.066,0.118,58.08,25.48,15.07,14.968,0.362,14.97,0.362,14.12,0.178,15.72,0.539,2.405,-9.8,6.1,365,22,1.6,0.89,-0.002,0.469,0.001,14.17,0.1034424894213624,0.0070059205028737,0.0052775280452334,0.0472340664842098,14.967,0.349,78.08,10.68,11.23,4946.114,0.066,22,0.5052695323187589,BB,-35.47997062905705,0.20083965,-77.70992925972864,0.21983624,http://byw.tools/wiseview#ra=137.6715958&dec=-37.5691896&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5427385490035699712,J091055.01-421458.85,137.729199,0.058211,-42.249657,0.064921,12.247,0.025,12.246,0.024,12.134,0.02,12.347,0.035,43.629,30.6,53.1,419,22,0.213,0.82,0.001,0.474,0.0,15.26,0.0760550153357075,0.0046863564989765,0.003488636728833,0.0131399293620656,12.243,0.033,66.9,11.49,17.93,12.13,0.041,12.127,0.039,11.971,0.032,12.289,0.07,27.004,15.5,34.2,426,22,0.318,0.97,0.003,0.509,0.004,12.55,0.0577946285679048,0.0043860657709193,0.0033181052706835,0.0128278493743705,12.121,0.054,71.26,9.2,17.47,4940.674,0.066,22,0.1400769930172413,BB,-2.508668227012648,0.16120885,13.496325140084362,0.18607412,http://byw.tools/wiseview#ra=137.729222&dec=-42.249681&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5624980781942243200,J091058.24-331105.26,137.74269,0.245548,-33.184771,0.274659,14.642,0.083,14.635,0.079,14.231,0.059,14.971,0.155,13.387,7.0,18.3,345,22,0.74,0.76,0.007,0.454,0.003,12.24,0.0748307649632872,0.0058753846654748,0.0044757883355843,0.0132320975871827,14.641,0.091,59.2,18.97,20.98,14.576,0.266,14.545,0.257,13.631,0.139,15.351,0.521,3.675,-170.1,7.8,346,22,1.72,0.86,0.031,0.469,0.0,14.9,0.1018603240558071,0.0066839483044622,0.0051125400444808,0.0401709180089876,14.608,0.254,61.49,21.55,16.38,4940.356,0.066,22,0.3832033572805382,BB,5.875360305529678,0.11199304,-4.778701299083751,0.13802017,http://byw.tools/wiseview#ra=137.7426495&dec=-33.1847956&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5679492992193576064,J091101.11-201543.94,137.754616,0.163925,-20.262207,0.185871,14.118,0.059,14.118,0.057,13.89,0.044,14.349,0.115,18.623,9.4,24.4,317,22,0.459,0.88,0.0,0.503,0.001,12.61,0.0854488705726493,0.0065559574334201,0.0049851921996278,0.0109054185476105,14.106,0.066,62.85,13.62,21.67,13.976,0.165,13.964,0.153,13.418,0.088,14.52,0.448,6.967,-1.7,12.3,314,22,1.102,0.81,0.012,0.505,0.005,11.53,0.0898117194045381,0.0073925415123517,0.0055907268513593,0.0216172014338656,13.933,0.159,61.92,11.76,23.53,4940.625,0.066,22,0.2494670516590966,BB,-4.238002028036756,0.7165679,-13.590074912073414,0.67842567,http://byw.tools/wiseview#ra=137.7546283&dec=-20.2622064&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5222130068101746944,J091120.39-704139.23,137.834953,0.212863,-70.694225,0.205307,14.317,0.068,14.316,0.064,14.016,0.05,14.588,0.141,16.478,1.5,21.9,739,23,0.572,0.91,0.001,0.476,0.0,13.9,0.041185384003941,0.0028281435186266,0.0021362334354612,0.1223118269745762,14.303,0.074,58.63,15.81,22.92,14.404,0.223,14.379,0.209,13.807,0.107,15.058,0.517,5.155,-0.7,10.2,749,23,1.251,0.93,0.025,0.543,0.015,11.3,0.0366753823101217,0.0030967111834319,0.0023682770482021,0.0113383742458517,14.371,0.222,67.46,11.2,20.03,4911.926,0.066,23,0.2687898213287704,BB,-9.66997434927328,0.34612027,13.272096111916586,0.35732788,http://byw.tools/wiseview#ra=137.8349526&dec=-70.6942314&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5303713178049612288,J091142.13-574833.61,137.925559,0.180666,-57.809304,0.198963,14.191,0.063,14.183,0.061,13.856,0.044,14.44,0.12,17.586,9.0,24.4,624,22,0.584,0.8,0.008,0.44,0.001,13.09,0.0440854509966768,0.0031903512367578,0.0024046155016248,0.0571928729777998,14.158,0.069,52.61,12.52,33.76,14.212,0.198,14.189,0.183,13.31,0.079,14.805,0.506,5.858,-0.1,13.8,620,22,1.495,0.81,0.023,0.412,0.006,10.99,0.0555341884993451,0.0051754034883342,0.0041838455834707,0.0172707528864436,14.149,0.191,62.44,10.78,25.04,4735.097,0.066,22,0.3068752182607133,BB,-8.372095013905449,0.8391345,-5.623547950245453,0.9117338,http://byw.tools/wiseview#ra=137.925561&dec=-57.8093355&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5622860270691546240,J091201.66-373545.68,138.006877,0.264603,-37.596013,0.300351,14.748,0.092,14.746,0.088,14.361,0.063,15.103,0.239,12.167,4.5,17.2,401,22,0.742,0.9,0.002,0.481,0.003,12.71,0.0718231504990648,0.0052760591226856,0.0039419691210003,0.1010402173619184,14.771,0.097,52.61,27.05,19.85,14.592,0.271,14.575,0.258,13.718,0.125,15.356,0.516,4.221,0.8,8.7,402,22,1.638,1.0,0.017,0.477,0.003,13.73,0.0945863910747751,0.0066241019435001,0.0050367233731109,0.0302030506093083,14.6,0.258,67.49,16.38,15.88,4946.179,0.066,22,0.3813236947157906,BB,-8.833127121878341,0.10361221,16.319179320179543,0.10784266,http://byw.tools/wiseview#ra=138.0069057&dec=-37.5960211&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
607478387644308736,J091218.31+150335.37,138.076242,0.14993,15.059841,0.169563,13.879,0.054,13.879,0.052,13.679,0.042,14.078,0.096,20.453,11.3,25.8,277,22,0.399,0.79,0.0,0.499,0.0,12.4,0.0951475707308109,0.0072414117127118,0.0054294582134118,0.0151320798809138,13.878,0.058,64.64,16.79,17.5,13.832,0.173,13.829,0.151,13.362,0.087,14.296,0.533,6.932,-0.6,12.5,268,22,0.934,0.89,0.003,0.5,0.01,11.0,0.0916166268927176,0.0081006929166739,0.0062734941149265,0.0130639906904092,13.816,0.144,63.21,15.0,17.5,4941.125,0.13,22,0.2262866646060907,BB,-30.554006025366704,0.25423384,27.16689486385668,0.1784142,http://byw.tools/wiseview#ra=138.0762807&dec=15.0598251&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5623611683806595968,J091254.57-360431.06,138.227295,0.059612,-36.075257,0.066447,12.28,0.026,12.279,0.025,12.19,0.02,12.37,0.146,43.194,7.4,53.8,368,22,0.18,0.94,0.001,0.506,0.001,14.85,0.0877388519182803,0.0054355684412815,0.0039603994648322,0.0219687866298818,12.275,0.033,69.82,9.97,16.8,12.309,0.046,12.308,0.044,12.136,0.033,12.456,0.077,24.232,14.1,33.3,373,22,0.32,0.87,0.001,0.462,0.002,11.9,0.0720306507838818,0.0056496694439219,0.0042104696475633,0.0218096044443574,12.307,0.058,71.65,11.81,14.44,4946.312,0.066,22,0.2360589336666229,BB,-33.052056001923,0.16198717,-1.391628113023009,0.19806965,http://byw.tools/wiseview#ra=138.2273705&dec=-36.0752947&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5311536787413992832,J091257.26-531832.22,138.238369,0.174188,-53.309071,0.19544,14.036,0.06,14.025,0.057,13.76,0.044,14.355,0.142,18.668,7.7,24.6,364,22,0.595,0.91,0.011,0.555,0.019,10.38,0.0567837915954839,0.005168973048599,0.0039252799862892,0.0110460926666526,14.039,0.062,47.59,27.01,22.73,14.175,0.197,14.151,0.181,13.631,0.097,14.837,0.537,5.882,-1.1,11.2,367,22,1.206,1.0,0.024,0.569,0.0,12.53,0.0863914069155887,0.0066540515907176,0.0050600390731571,0.0109719495930673,14.177,0.186,59.36,19.79,18.98,4731.332,0.13,22,0.6607567432868092,BB,-1.9211602325594432,1.535059,4.203792960071861,2.0454874,http://byw.tools/wiseview#ra=138.2385653&dec=-53.3089499&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5680948505070984448,J091327.59-181829.02,138.364864,0.213241,-18.308005,0.239307,14.429,0.072,14.419,0.068,14.171,0.054,14.714,0.142,15.437,7.7,20.3,295,22,0.543,0.9,0.01,0.543,0.0,14.56,0.0989424538448623,0.0065216437171945,0.0049257540947925,0.0109157346172771,14.416,0.079,61.2,17.06,20.4,14.46,0.245,14.439,0.229,13.743,0.069,15.169,0.503,4.705,-0.3,15.7,295,22,1.426,0.93,0.021,0.512,0.001,13.82,0.1211093947692205,0.0086643494753154,0.0067245117521844,0.0182269802465288,14.374,0.231,64.21,9.7,24.75,4940.498,0.13,22,0.5289102567602512,BB,7.889502762521986,0.48277065,-16.004921855837487,0.4984707,http://byw.tools/wiseview#ra=138.3649603&dec=-18.3080614&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5430228895818622464,J091715.90-395125.63,139.31627,0.295834,-39.857069,0.337291,14.862,0.1,14.853,0.095,14.525,0.068,15.197,0.206,11.235,5.3,15.9,342,22,0.672,0.97,0.009,0.512,0.003,11.84,0.0774569094943484,0.0063287991087159,0.0048761422500225,0.0199081804824626,14.835,0.105,58.62,13.51,26.15,14.87,0.34,14.882,0.34,14.041,0.16,15.771,0.532,2.952,-0.2,6.8,346,22,1.73,0.79,-0.012,0.514,0.001,13.64,0.0948257020598027,0.006742455264408,0.0051414522199541,0.8344620614073082,14.835,0.323,72.7,10.63,16.09,4940.68,0.066,22,0.4611787691314046,BB,-2.248391505388497,0.68511546,1.3330504570087482,0.7482694,http://byw.tools/wiseview#ra=139.316262&dec=-39.8571194&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5758905975423759232,J091815.72-035807.57,139.5655,0.057779,-3.968773,0.06267,12.137,0.024,12.136,0.024,12.05,0.02,12.214,0.09,45.352,12.1,54.8,294,22,0.164,0.75,0.001,0.476,0.001,15.34,0.1073347289427354,0.0065108575125101,0.0047990055508137,0.0218894409576619,12.137,0.033,79.61,8.88,8.22,12.194,0.046,12.19,0.043,12.05,0.035,12.331,0.168,24.223,6.5,31.0,292,22,0.281,0.84,0.004,0.502,0.0,12.02,0.0935187868422252,0.0073691622167043,0.0055368174454159,0.0103951443758474,12.183,0.055,70.72,6.91,18.42,4940.843,0.13,22,0.1277300768436118,BB,-5.862233387308061,0.41308853,2.692121879193192,0.35277215,http://byw.tools/wiseview#ra=139.5655118&dec=-3.9687703&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5296988633653312128,J091820.82-632135.55,139.586764,0.251486,-63.359833,0.264195,14.563,0.081,14.558,0.077,14.252,0.054,14.912,0.218,13.815,5.0,20.0,636,23,0.66,0.92,0.005,0.536,0.005,13.16,0.0454935413127257,0.0032988081389765,0.0024997172840492,0.0110213079566717,14.538,0.086,56.16,16.22,26.83,14.575,0.262,14.575,0.249,13.514,0.127,15.395,0.542,4.314,-3.1,8.5,636,23,1.881,0.94,0.0,0.436,0.003,12.33,0.0490702642925056,0.0038090587547215,0.0028917287780652,0.0131980073917898,14.492,0.254,67.39,8.27,23.56,4905.822,0.066,23,0.4246356314421469,BB,-12.333043452641128,0.4876608,10.240094991946773,0.49958977,http://byw.tools/wiseview#ra=139.5867396&dec=-63.3598748&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
636028688819279488,J091832.92+195307.18,139.637156,0.28063,19.885329,0.314615,14.736,0.096,14.729,0.091,14.487,0.066,15.021,0.176,11.614,6.2,16.5,268,22,0.534,0.96,0.007,0.547,0.0,16.07,0.1344555567703742,0.00807462306587,0.0061200569841441,0.0137103986801452,14.743,0.096,67.41,17.04,14.81,14.626,0.317,14.642,0.317,13.692,0.167,15.507,0.541,3.398,-1.4,6.5,270,22,1.815,0.75,-0.016,0.477,0.001,11.35,0.1147672185929572,0.0097270311278162,0.0074685480708645,0.0725710058678452,14.609,0.265,67.04,14.81,18.15,4941.124,0.13,22,0.3722019561202583,BB,-2.5368807438382253,0.08447376,-0.6295904438449875,0.07611601,http://byw.tools/wiseview#ra=139.6371605&dec=19.8853273&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
637613630536420992,J091844.25+203328.69,139.684362,0.115357,20.557927,0.130067,13.459,0.043,13.458,0.041,13.29,0.034,13.574,0.075,25.776,14.5,32.0,283,22,0.284,0.9,0.001,0.408,0.001,11.91,0.0904482409514015,0.0073072798540509,0.0055942102789022,0.0367693637221997,13.466,0.047,65.73,18.88,14.34,13.368,0.116,13.374,0.103,12.901,0.07,13.714,0.429,10.177,1.2,15.4,277,22,0.813,0.84,-0.006,0.418,0.0,13.98,0.1097947082920425,0.0075620586366489,0.0057616678820952,0.3668941454255109,13.344,0.104,58.74,15.03,23.08,4941.127,0.13,22,0.2139691756706734,BB,9.559922318868043,0.32844195,-14.636572766959906,0.23731291,http://byw.tools/wiseview#ra=139.6843634&dec=20.5579692&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3838653168563295360,J091853.93-015536.28,139.724715,0.113258,-1.926747,0.125242,13.44,0.042,13.442,0.041,13.28,0.034,13.564,0.162,26.069,6.7,32.2,296,22,0.284,0.99,-0.002,0.43,0.002,12.05,0.0891578276800174,0.0069797210362763,0.0052376570057288,0.0219209747700889,13.443,0.047,63.46,20.6,14.29,13.432,0.109,13.43,0.103,13.113,0.07,13.743,0.234,10.424,4.6,15.5,292,22,0.63,1.0,0.002,0.497,0.002,13.42,0.099515484464237,0.0071611026294764,0.0054535953541619,0.0122569684698435,13.434,0.108,66.78,16.28,13.95,4940.854,0.066,22,0.1743040475062038,BB,-1.8085291112835995,0.48114365,-13.95823946241082,0.40847638,http://byw.tools/wiseview#ra=139.7247169&dec=-1.9267435&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5742879219059495808,J091905.18-093227.53,139.771527,0.110976,-9.541,0.123895,13.484,0.042,13.479,0.04,13.316,0.034,13.619,0.065,26.496,16.6,31.9,288,22,0.303,0.83,0.005,0.462,0.0,14.35,0.1099991353461021,0.0070164312530324,0.0051267816416905,0.0217497281279985,13.481,0.048,63.88,15.05,17.39,13.532,0.115,13.521,0.108,13.119,0.073,13.915,0.446,9.912,2.4,14.8,294,22,0.796,0.84,0.011,0.495,0.0,12.46,0.0972050887540842,0.0072643876198247,0.005418354781501,0.0130856394031308,13.506,0.116,63.21,12.37,22.74,4940.667,0.066,22,0.1820151601440504,BB,-42.02896376287376,0.21045922,-21.128572027142404,0.16024919,http://byw.tools/wiseview#ra=139.7715654&dec=-9.5409818&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
